0.000000	0.000000	0.000413
0.000000	0.007812	0.000413
0.000000	0.015625	0.000414
0.000000	0.023438	0.000414
0.000000	0.031250	0.000416
0.000000	0.039062	0.000417
0.000000	0.046875	0.000419
0.000000	0.054688	0.000421
0.000000	0.062500	0.000424
0.000000	0.070312	0.000427
0.000000	0.078125	0.000430
0.000000	0.085938	0.000433
0.000000	0.093750	0.000437
0.000000	0.101562	0.000442
0.000000	0.109375	0.000447
0.000000	0.117188	0.000452
0.000000	0.125000	0.000457
0.000000	0.132812	0.000463
0.000000	0.140625	0.000470
0.000000	0.148438	0.000477
0.000000	0.156250	0.000484
0.000000	0.164062	0.000492
0.000000	0.171875	0.000501
0.000000	0.179688	0.000510
0.000000	0.187500	0.000520
0.000000	0.195312	0.000530
0.000000	0.203125	0.000541
0.000000	0.210938	0.000553
0.000000	0.218750	0.000565
0.000000	0.226562	0.000578
0.000000	0.234375	0.000592
0.000000	0.242188	0.000606
0.000000	0.250000	0.000622
0.000000	0.257812	0.000638
0.000000	0.265625	0.000656
0.000000	0.273438	0.000674
0.000000	0.281250	0.000694
0.000000	0.289062	0.000714
0.000000	0.296875	0.000736
0.000000	0.304688	0.000759
0.000000	0.312500	0.000784
0.000000	0.320312	0.000809
0.000000	0.328125	0.000837
0.000000	0.335938	0.000866
0.000000	0.343750	0.000897
0.000000	0.351562	0.000929
0.000000	0.359375	0.000964
0.000000	0.367188	0.001000
0.000000	0.375000	0.001039
0.000000	0.382812	0.001080
0.000000	0.390625	0.001124
0.000000	0.398438	0.001170
0.000000	0.406250	0.001219
0.000000	0.414062	0.001272
0.000000	0.421875	0.001327
0.000000	0.429688	0.001386
0.000000	0.437500	0.001449
0.000000	0.445312	0.001516
0.000000	0.453125	0.001587
0.000000	0.460938	0.001662
0.000000	0.468750	0.001743
0.000000	0.476562	0.001828
0.000000	0.484375	0.001919
0.000000	0.492188	0.002016
0.000000	0.500000	0.002120
0.000000	0.507812	0.002230
0.000000	0.515625	0.002347
0.000000	0.523438	0.002473
0.000000	0.531250	0.002607
0.000000	0.539062	0.002750
0.000000	0.546875	0.002902
0.000000	0.554688	0.003066
0.000000	0.562500	0.003241
0.000000	0.570312	0.003428
0.000000	0.578125	0.003629
0.000000	0.585938	0.003846
0.000000	0.593750	0.004079
0.000000	0.601562	0.004330
0.000000	0.609375	0.004603
0.000000	0.617188	0.004898
0.000000	0.625000	0.005218
0.000000	0.632812	0.005568
0.000000	0.640625	0.005948
0.000000	0.648438	0.006364
0.000000	0.656250	0.006818
0.000000	0.664062	0.007315
0.000000	0.671875	0.007857
0.000000	0.679688	0.008449
0.000000	0.687500	0.009095
0.000000	0.695312	0.009798
0.000000	0.703125	0.010563
0.000000	0.710938	0.011395
0.000000	0.718750	0.012298
0.000000	0.726562	0.013276
0.000000	0.734375	0.014337
0.000000	0.742188	0.015487
0.000000	0.750000	0.016733
0.000000	0.757812	0.018085
